"","Member_ID","Landing","Visits"
"925","G1569405","Homepage",1
"926","J4740416","Homepage",1
"927","Q8491056","Homepage",6
"928","Q7824625","Homepage",1
"929","O8157118","Homepage",1
"930","G9505941","Homepage",2
"931","U2882777","Homepage",2
"932","R0481266","Homepage",135
"933","Q1028991","Homepage",1
"934","X5058447","Homepage",2
"935","K5164421","Homepage",1
"936","X2150457","Homepage",2
"937","P0523548","Homepage",1
"938","O0281324","Homepage",1
"939","Y4591242","Homepage",1
"940","V8033294","Homepage",1
"941","X3095462","Homepage",250
"942","C2583934","Homepage",459
"943","S9712630","Homepage",1
"944","A2966270","Homepage",128
"945","N7015880","Homepage",402
"946","A1034058","Homepage",1
"947","X8980666","Homepage",312
"948","N9379385","Homepage",279
"949","A9564211","Homepage",2
"950","K4753558","Homepage",2
"951","T1309718","Homepage",1
"952","P2517062","Homepage",225
"953","F0090555","Homepage",141
"954","Z9752558","Homepage",149
"955","W7707269","Homepage",1
"956","P8271824","Homepage",1
"957","R0302910","Homepage",1
"958","M7342836","Homepage",2
"959","P6323010","Homepage",473
"960","T9247036","Homepage",1
"961","F3505852","Homepage",369
"962","M9331312","Homepage",304
"963","B7384988","Homepage",1
"964","E3696454","Homepage",413
"965","H4770834","Homepage",434
"966","J1862406","Homepage",1
"967","X8763218","Homepage",32
"968","Z9129749","Homepage",1
"969","D7130113","Homepage",471
"970","P8630996","Homepage",270
"971","M1656687","Homepage",2
"972","Y7839518","Homepage",1
"973","P4710172","Homepage",1
"974","B3002081","Homepage",1
"975","J6863534","Homepage",1
"976","K5904487","Homepage",69
"977","O1581615","Homepage",2
"978","Y3533903","Homepage",2
"979","V1509479","Homepage",1
"980","L4427332","Homepage",1
"981","R8757705","Homepage",1
"982","L8018145","Homepage",2
"983","B6461537","Homepage",1
"984","Q4728453","Homepage",8
"985","A2646410","Homepage",279
"986","R0540928","Homepage",1
"987","P4641442","Homepage",274
"988","W3925127","Homepage",1
"989","O7909814","Homepage",473
"990","W7602241","Homepage",1
"991","K0554747","Homepage",1
"992","F6109945","Homepage",1
"993","E2021885","Homepage",184
"994","R7089421","Homepage",434
"995","J8159968","Homepage",1
"996","V8455014","Homepage",2
"997","B8190312","Homepage",308
"998","U4071372","Homepage",1
"999","O7759959","Homepage",460
"1000","D6205270","Homepage",1
"1001","B5572662","Homepage",1
"1002","R3670439","Homepage",166
"1003","O9445784","Homepage",1
"1004","U8664208","Homepage",479
"1005","X8106456","Homepage",1
"1006","L5377292","Homepage",2
"1007","Z4041621","Homepage",122
"1008","D7077749","Homepage",295
"1009","C5773842","Homepage",163
"1010","J9888516","Homepage",352
"1011","L6388705","Homepage",376
"1012","Q7463315","Homepage",256
"1013","I5053000","Homepage",1
"1014","A4033354","Homepage",1
"1015","O2686263","Homepage",2
"1016","E4563803","Homepage",2
"1017","N5937237","Homepage",72
"1018","H8451651","Homepage",1
"1019","Y2445560","Homepage",404
"1020","I2591479","Homepage",41
"1021","L8147560","Homepage",399
"1022","A6903219","Homepage",1
"1023","K3051010","Homepage",2
"1024","N2235094","Homepage",2
"1025","P3491899","Homepage",2
"1026","Y3975792","Homepage",1
"1027","H0250879","Homepage",1
"1028","O5272362","Homepage",1
"1029","G6288992","Homepage",248
"1030","A3288634","Homepage",1
"1031","H0974170","Homepage",2
"1032","L6920060","Homepage",2
"1033","S8521276","Homepage",438
"1034","M0435438","Homepage",464
"1035","S2197642","Homepage",492
"1036","Q6998789","Homepage",2
"1037","J8406012","Homepage",426
"1038","R4629047","Homepage",326
"1039","E3122716","Homepage",21
"1040","Z6063854","Homepage",109
"1041","G8329722","Homepage",1
"1042","V6142062","Homepage",2
"1043","Q2091807","Homepage",2
"1044","N3099101","Homepage",1
"1045","Y4887857","Homepage",1
"1046","D1041869","Homepage",319
"1047","A7616840","Homepage",1
"1048","B7382453","Homepage",1
"1049","Q1308275","Homepage",1
"1050","P9663497","Homepage",1
"1051","H7166669","Homepage",186
"1052","C0981562","Homepage",1
"1053","A3657418","Homepage",1
"1054","M2038565","Homepage",213
"1055","R1861671","Homepage",130
"1056","F3845541","Homepage",2
"1057","A8780551","Homepage",202
"1058","O6793026","Homepage",412
"1059","H3622743","Homepage",2
"1060","M9488490","Homepage",282
"1061","J1012927","Homepage",1
"1062","M4263861","Homepage",2
"1063","Z1752769","Homepage",1
"1064","A6982869","Homepage",484
"1065","X4527911","Homepage",350
"1066","C4509477","Homepage",1
"1067","Z6910896","Homepage",189
"1068","U5439191","Homepage",356
"1069","E5280037","Homepage",1
"1070","J7788039","Homepage",1
"1071","Y3903719","Homepage",1
"1072","T0532478","Homepage",143
"1073","K4388012","Homepage",137
"1074","H2919728","Homepage",1
"1075","J3689299","Homepage",1
"1076","R5552252","Homepage",364
"1077","N2259943","Homepage",395
"1078","O8801682","Homepage",267
"1079","H7252347","Homepage",170
"1080","N1415537","Homepage",2
"1081","F6098961","Homepage",1
"1082","R6744222","Homepage",32
"1083","X0967080","Homepage",310
"1084","M1918407","Homepage",442
"1085","F6703356","Homepage",120
"1086","H2706612","Homepage",89
"1087","D0673503","Homepage",479
"1088","N3678541","Homepage",1
"1089","I4411964","Homepage",1
"1090","U4781772","Homepage",343
"1091","T0884538","Homepage",2
"1092","D7707560","Homepage",2
"1093","V8604342","Homepage",16
"1094","G8729922","Homepage",269
"1095","D0720078","Homepage",413
"1096","F4908019","Homepage",1
"1097","T9114797","Homepage",434
"1098","F7187011","Homepage",54
"1099","K6395071","Homepage",316
"1100","G4570898","Homepage",1
"1101","Z9541634","Homepage",1
"1102","L0792703","Homepage",2
"1103","X4022892","Homepage",136
"1104","J7017593","Homepage",336
"1105","U6366127","Homepage",2
"1106","M1643034","Homepage",213
"1107","E2559458","Homepage",141
"1108","Y6230709","Homepage",2
"1109","W7811377","Homepage",1
"1110","S0366567","Homepage",1
"1111","S4313195","Homepage",1
"1112","F9954081","Homepage",2
"1113","V3570496","Homepage",256
"1114","Q8119058","Homepage",185
"1115","H7307053","Homepage",461
"1116","S0863259","Homepage",1
"1117","O8999562","Homepage",2
"1118","H7783324","Homepage",1
"1119","C5874872","Homepage",2
"1120","W6687442","Homepage",2
"1121","I3118246","Homepage",1
"1122","N6037723","Homepage",2
"1123","Z0432095","Homepage",2
"1124","O7995484","Homepage",125
"1125","F4932191","Homepage",2
"1126","N6619356","Homepage",2
"1127","T7848447","Homepage",2
"1128","Z3452588","Homepage",1
"1129","G3496654","Homepage",269
"1130","H5928435","Homepage",395
"1131","D8245098","Homepage",271
"1132","K6370188","Homepage",442
"1133","T3383742","Homepage",1
"1134","Y0852135","Homepage",342
"1135","N4536373","Homepage",2
"1136","D5317791","Homepage",486
"1137","U0914792","Homepage",317
"1138","S5711843","Homepage",2
"1139","N5120629","Homepage",103
"1140","C2850026","Homepage",2
"1141","D9201651","Homepage",1
"1142","Z2798411","Homepage",1
"1143","Q3199890","Homepage",1
"1144","R7554173","Homepage",1
"1145","K0231146","Homepage",1
"1146","Q9445023","Homepage",1
"1147","C3569147","Homepage",2
"1148","V1503988","Homepage",2
"1149","E2903437","Homepage",1
"1150","I8173467","Homepage",2
"1151","T4538998","Homepage",1
"1152","G2846511","Homepage",1
"1153","C5700664","Homepage",1
"1154","Q2301021","Homepage",75
"1155","H3643599","Homepage",2
"1156","E9931546","Homepage",1
"1157","M3539101","Homepage",19
"1158","T1283823","Homepage",66
"1159","Z0753746","Homepage",2
"1160","Z8106207","Homepage",1
"1161","L2132739","Homepage",1
"1162","E2707233","Homepage",1
"1163","T8288531","Homepage",2
"1164","S8712878","Homepage",147
"1165","K2032960","Homepage",2
"1166","R1036317","Homepage",263
"1167","T5850883","Homepage",1
"1168","P4441133","Homepage",374
"1169","X0205111","Homepage",2
"1170","D1956156","Homepage",1
"1171","M6198275","Homepage",3
"1172","L5770673","Homepage",460
"1173","U6478553","Homepage",307
"1174","C3672445","Homepage",1
"1175","J4324905","Homepage",1
"1176","U0420383","Homepage",2
"1177","H3559911","Homepage",411
"1178","S2551096","Homepage",354
"1179","F0904185","Homepage",1
"1180","I8133767","Homepage",128
"1181","H5209383","Homepage",2
"1182","I0214831","Homepage",2
"1183","U6427139","Homepage",1
"1184","D8406551","Homepage",2
"1185","K3920552","Homepage",1
"1186","W4414143","Homepage",213
"1187","B0482229","Homepage",1
"1188","W6451133","Homepage",2
"1189","X1015769","Homepage",1
"1190","O7003941","Homepage",2
"1191","N9717081","Homepage",1
"1192","M2373779","Homepage",362
"1193","T7855505","Homepage",2
"1194","Z8021778","Homepage",2
"1195","A2866221","Homepage",1
"1196","V4797898","Homepage",200
"1197","L1249145","Homepage",371
"1198","N6102621","Homepage",1
"1199","V9180742","Homepage",207
"1200","Q6645808","Homepage",1
"1201","T2386847","Homepage",2
"1202","F3478355","Homepage",1
"1203","H2921890","Homepage",116
"1204","U8440044","Homepage",171
"1205","X8385952","Homepage",383
"1206","Z8937235","Homepage",251
"1207","J9845572","Homepage",1
"1208","U4804406","Homepage",2
"1209","T2601062","Homepage",460
"1210","B5444648","Homepage",457
"1211","D1540098","Homepage",191
"1212","Y5162191","Homepage",2
"1213","H6758524","Homepage",2
"1214","G4196180","Homepage",119
"1215","W0142823","Homepage",1
"1216","K0609128","Homepage",281
"1217","J4970783","Homepage",2
"1218","K5533152","Homepage",2
"1219","B0074104","Homepage",165
"1220","B2069480","Homepage",1
"1221","C3670745","Homepage",447
"1222","O4643263","Homepage",1
"1223","N9305987","Homepage",238
"1224","S7362895","Homepage",2
"1225","H0427811","Homepage",195
"1226","W1643424","Homepage",223
"1227","O3370628","Homepage",115
"1228","D3341848","Homepage",2
"1229","W2937753","Homepage",2
"1230","S5697727","Homepage",206
"1231","B0419081","Homepage",1
"1232","F3282958","Homepage",1
"1233","H2130646","Homepage",2
"1234","I8002354","Homepage",124
"1235","O2818108","Homepage",2
"1236","P3628716","Homepage",1
"1237","K9832582","Homepage",2
"1238","B3455634","Homepage",103
"1239","P3533169","Homepage",108
"1240","V2142068","Homepage",1
"1241","E8440502","Homepage",1
"1242","G1431367","Homepage",104
"1243","H2212208","Homepage",1
"1244","W2441122","Homepage",2
"1245","A9601687","Homepage",184
"1246","O3879942","Homepage",2
"1247","K0167765","Homepage",1
"1248","H1272897","Homepage",430
"1249","J3124349","Homepage",1
"1250","O8393634","Homepage",1
"1251","A3165518","Homepage",430
"1252","Y7348301","Homepage",2
"1253","N8986486","Homepage",1
"1254","W0394121","Homepage",1
"1255","Z1790840","Homepage",1
"1256","Q7099119","Homepage",487
"1257","B4485680","Homepage",1
"1258","O4674594","Homepage",179
"1259","Y8445266","Homepage",408
"1260","Z3460941","Homepage",96
"1261","F9597311","Homepage",287
"1262","F9873476","Homepage",132
"1263","L8937449","Homepage",487
"1264","I9071787","Homepage",2
"1265","I6060235","Homepage",365
"1266","O3463997","Homepage",34
"1267","T8847484","Homepage",1
"1268","L6785164","Homepage",1
"1269","T8580274","Homepage",353
"1270","J6343248","Homepage",165
"1271","Q7058794","Homepage",2
"1272","A1991154","Homepage",1
"1273","S3274546","Homepage",2
"1274","N5708428","Homepage",40
"1275","E6774210","Homepage",314
"1276","Q5874770","Homepage",1
"1277","L3734048","Homepage",1
"1278","H7756580","Homepage",1
"1279","Q2282349","Homepage",1
"1280","M7230984","Homepage",2
"1281","D9648245","Homepage",475
"1282","J6526678","Homepage",1
"1283","U1992229","Homepage",2
"1284","M1921658","Homepage",1
"1285","G6890951","Homepage",462
"1286","F2017407","Homepage",1
"1287","Z1278498","Homepage",497
"1288","A1327410","Homepage",1
"1289","P3424073","Homepage",1
"1290","O7577093","Homepage",1
"1291","H3097206","Homepage",1
"1292","M6702213","Homepage",203
"1293","Q2877125","Homepage",1
"1294","M8573130","Homepage",2
"1295","P3509681","Homepage",191
"1296","X7151885","Homepage",72
"1297","Z0002248","Homepage",477
"1298","U1756869","Homepage",46
"1299","X5254658","Homepage",482
"1300","V3944247","Homepage",67
"1301","H7372441","Homepage",1
"1302","R2488685","Homepage",132
"1303","T7311616","Homepage",1
"1304","R6561069","Homepage",230
"1305","I2454554","Homepage",321
"1306","E8683381","Homepage",409
"1307","E1347381","Homepage",156
"1308","A1498512","Homepage",2
"1309","X2330156","Homepage",388
"1310","K7525661","Homepage",45
"1311","Q0452122","Homepage",100
"1312","U6134932","Homepage",2
"1313","J0286608","Homepage",1
"1314","S8515177","Homepage",1
"1315","N7286422","Homepage",74
"1316","U5833591","Homepage",1
"1317","K9733754","Homepage",1
"1318","U9172155","Homepage",380
"1319","G1976275","Homepage",438
"1320","Z9294667","Homepage",1
"1321","D6423551","Homepage",141
"1322","B6007676","Homepage",411
"1323","D9518324","Homepage",2
"1324","M7274537","Homepage",1
"1325","F0909251","Homepage",2
"1326","T8469531","Homepage",1
"1327","V8267684","Homepage",448
"1328","H1120178","Homepage",24
"1329","A2135871","Homepage",1
"1330","D3187192","Homepage",114
"1331","M2878007","Homepage",2
"1332","G7755662","Homepage",196
"1333","X3592922","Homepage",450
"1334","Z5218925","Homepage",2
"1335","J0285748","Homepage",1
"1336","F5976889","Homepage",202
"1337","Z3762058","Homepage",2
"1338","E5944327","Homepage",2
"1339","B9666042","Homepage",2
"1340","A1523427","Homepage",1
"1341","P8976972","Homepage",2
"1342","L2810490","Homepage",2
"1343","U9179609","Homepage",179
"1344","T4158687","Homepage",1
"1345","K6798777","Homepage",347
"1346","O0463037","Homepage",2
"1347","O2708891","Homepage",2
"1348","U5938902","Homepage",159
"1349","B6610356","Homepage",1
"1350","W5951257","Homepage",460
"1351","C3846719","Homepage",380
"1352","O5141093","Homepage",1
"1353","X5601745","Homepage",1
"1354","Z0630982","Homepage",2
"1355","O2354226","Homepage",411
"1356","M6241934","Homepage",1
"1357","Q0380642","Homepage",2
"1358","H4627830","Homepage",397
"1359","Q1485716","Homepage",381
"1360","N4459656","Homepage",1
"1361","P8232793","Homepage",43
"1362","N6343460","Homepage",1
"1363","H1185208","Homepage",89
"1364","S0462479","Homepage",1
"1365","N9924361","Homepage",1
"1366","O7275309","Homepage",2
"1367","O6959690","Homepage",2
"1368","U4230309","Homepage",467
"1369","C3791863","Homepage",1
"1370","I6320391","Homepage",1
"1371","H5021714","Homepage",1
"1372","N5189916","Homepage",288
"1373","A2556932","Homepage",154
"1374","U9644423","Homepage",200
"1375","X7659266","Homepage",1
"1376","O0518842","Homepage",118
"1377","I0563561","Homepage",2
"1378","N3927027","Homepage",1
"1379","H8607113","Homepage",338
"1380","O8156844","Homepage",331
"1381","Q5543668","Homepage",2
"1382","C7858468","Homepage",51
"1383","M2170902","Homepage",312
"1384","N5719598","Homepage",19
"1385","D7148020","Homepage",2
"1386","F6362271","Homepage",1
"1387","D8277403","Homepage",36
"1388","S0582441","Homepage",2
"1389","B3267525","Homepage",2
"1390","D8274034","Homepage",1
"1391","C7370810","Homepage",1
"1392","Q9428596","Homepage",130
"1393","U0629726","Homepage",1
"1394","E8460613","Homepage",2
"1395","F3949156","Homepage",1
"1396","G8057366","Homepage",2
"1397","T9074895","Homepage",383
"1398","K1345471","Homepage",1
"1399","L1432000","Homepage",186
"1400","C3341700","Homepage",1
"1401","K3023753","Homepage",32
"1402","R8351702","Homepage",2
"1403","J3857269","Homepage",468
"1404","Y1033128","Homepage",1
"1405","A7759702","Homepage",403
"1406","P0753483","Homepage",1
